RELATIVISTIC
TRANSPORT CROSS SECTIONS
in units of a0**2
a0**2 = 2.8002852E-21 m**2

Atomic number: 42

No, Energy,Transport cross section
, eV,a0**2
368, 275254.12,  3.074022E-4
369, 276004,  3.060944E-4
370, 276753.88,  3.047959E-4
371, 277503.75,  3.035066E-4
372, 278253.62,  3.022264E-4
373, 279003.5,  3.009553E-4
374, 279753.38,  2.996932E-4
375, 280503.25,  2.984399E-4
376, 281253.12,  2.971954E-4
377, 282003,  2.959596E-4
378, 282752.88,  2.947325E-4
379, 283502.75,  2.935138E-4
380, 284252.62,  2.923036E-4
381, 285002.5,  2.911017E-4
382, 285752.38,  2.899082E-4
383, 286502.25,  2.887228E-4
384, 287252.12,  2.875456E-4
385, 288002,  2.863764E-4
386, 288751.88,  2.852152E-4
387, 289501.75,  2.840619E-4
388, 290251.62,  2.829164E-4
389, 291001.5,  2.817786E-4
390, 291751.38,  2.806485E-4
391, 292501.25,  2.795260E-4
392, 293251.12,  2.784111E-4
393, 294001,  2.773036E-4
394, 294750.88,  2.762035E-4
395, 295500.75,  2.751107E-4
396, 296250.62,  2.740252E-4
397, 297000.5,  2.729469E-4
398, 297750.38,  2.718757E-4
399, 298500.25,  2.708115E-4
400, 299250.12,  2.697543E-4
401, 300000,  2.687041E-4
